"";"HF100";"HF101";"HF102";"HF103";"HF104";"HF105";"HF106";"HF107";"HF108";"HF109";"HF110";"HF112";"HF113";"HF114";"HF115";"HF116";"HF117";"HF119";"HF120";"HF124";"HF125";"HF126";"HF127";"HF129";"HF130";"HF131";"HF132";"HF133";"HF134";"HF135";"HF136";"HF137";"HF138";"HF139";"HF140";"HF144";"HF149";"HF151";"HF152";"HF158";"HF159";"HF160";"HF162";"HF163";"HF164";"HF169";"HF172";"HF173";"HF178";"HF41";"HF46";"HF47";"HF50";"HF51";"HF52";"HF53";"HF54";"HF55";"HF56";"HF57";"HF58";"HF59";"HF60";"HF61";"HF62";"HF63";"HF64";"HF65";"HF66";"HF68";"HF71";"HF72";"HF73";"HF74";"HF75";"HF76";"HF77";"HF79";"HF80";"HF81";"HF82";"HF83";"HF84";"HF85";"HF90";"HF92";"HF93";"HF94";"HF95";"HF96";"Domain";"Supergroup";"Division";"Subdivision";"Class";"Order";"Family";"Genus";"Species";"nutrition";"morphology";"locomotion";"habitat"
"Otu360";0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;10;0;0;0;1;0;0;0;1;0;3;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Nematoda";"Chromadorea";"Chromadorea_X";"Ditylenchus";NA;NA;NA;NA;NA
"Otu267";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;28;0;0;0;1;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;1;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Tardigrada";"Tardigrada_X";"Tardigrada_XX";"Diphascon";"Diphascon_sp.";NA;NA;NA;NA
"Otu1502";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Nematoda";"Chromadorea";"Chromadorea_X";"Filenchus";NA;NA;NA;NA;NA
"Otu1852";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Cnidaria";"Cnidaria_X";"Scyphozoa";NA;NA;NA;NA;NA;NA
"Otu465";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Nematoda";"Chromadorea";"Chromadorea_X";"Aphelenchoides";"Aphelenchoides_sp.";NA;NA;NA;NA
"Otu689";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Arthropoda";"Chelicerata";"Arachnida";NA;NA;NA;NA;NA;NA
"Otu748";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Nematoda";"Chromadorea";"Chromadorea_X";"Aphelenchoides";"Aphelenchoides_sp.";NA;NA;NA;NA
"Otu83";0;0;0;0;0;0;2;1;0;8;62;0;0;0;0;0;0;7;0;1;6;1;1;0;0;0;0;0;0;0;1;0;3;3;0;0;4;5;0;1;1;88;1;2;2;1;42;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Arthropoda";"Chelicerata";"Arachnida";NA;NA;NA;NA;NA;NA
"Otu44";0;0;0;18;15;0;41;34;2;0;0;10;0;0;0;0;0;0;56;12;5;12;0;1;0;8;5;0;0;0;0;0;24;0;9;36;28;8;0;0;0;0;9;0;2;19;6;0;7;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;29;0;0;9;0;54;4;0;0;1;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Nematoda";"Chromadorea";"Chromadorea_X";"Aphelenchoides";"Aphelenchoides_sp.";NA;NA;NA;NA
"Otu422";0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Arthropoda";"Hexapoda";"Insecta";NA;NA;NA;NA;NA;NA
"Otu208";0;0;20;0;0;0;17;0;0;0;1;0;0;1;7;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Arthropoda";NA;NA;NA;NA;NA;NA;NA;NA
"Otu765";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Nematoda";"Chromadorea";"Chromadorea_X";"Chromadorea_XX";"Chromadorea_XX_sp.";NA;NA;NA;NA
"Otu1077";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Nematoda";"Chromadorea";"Chromadorea_X";"Aphelenchoides";"Aphelenchoides_sp.";NA;NA;NA;NA
"Otu151";0;15;0;0;0;0;0;0;1;0;0;0;0;0;31;0;0;0;0;0;1;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;4;0;0;0;0;0;0;2;20;1;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Nematoda";"Chromadorea";"Chromadorea_X";NA;NA;NA;NA;NA;NA
"Otu1245";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Platyhelminthes";"Turbellaria";"Rhabdocoela";"Rhabdocoela_X";"Rhabdocoela_X_sp.";NA;NA;NA;NA
"Otu651";1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;3;5;1;0;0;0;0;0;0;1;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Nematoda";"Chromadorea";"Chromadorea_X";NA;NA;NA;NA;NA;NA
"Otu1299";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Cnidaria";"Cnidaria_X";"Anthozoa";NA;NA;NA;NA;NA;NA
"Otu1723";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Nematoda";"Chromadorea";"Chromadorea_X";"Aphelenchoides";"Aphelenchoides_sp.";NA;NA;NA;NA
"Otu1098";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Gastrotricha";"Gastrotricha_X";"Gastrotricha_XX";NA;NA;NA;NA;NA;NA
"Otu527";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Nematoda";"Chromadorea";"Chromadorea_X";"Ditylenchus";"Ditylenchus_destructor";NA;NA;NA;NA
"Otu1647";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Nematoda";"Chromadorea";"Chromadorea_X";NA;NA;NA;NA;NA;NA
"Otu1748";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Arthropoda";"Hexapoda";"Insecta";NA;NA;NA;NA;NA;NA
"Otu1771";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Cnidaria";"Cnidaria_X";"Anthozoa";NA;NA;NA;NA;NA;NA
"Otu607";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Nematoda";"Chromadorea";"Chromadorea_X";NA;NA;NA;NA;NA;NA
"Otu1440";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Nematoda";"Chromadorea";"Chromadorea_X";"Pratylenchus";NA;NA;NA;NA;NA
"Otu799";11;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Nematoda";"Chromadorea";"Chromadorea_X";"Filenchus";NA;NA;NA;NA;NA
"Otu1454";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Arthropoda";"Chelicerata";"Arachnida";NA;NA;NA;NA;NA;NA
"Otu1176";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Nematoda";"Chromadorea";"Chromadorea_X";"Ditylenchus";NA;NA;NA;NA;NA
"Otu1668";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Nematoda";"Enoplea";"Enoplea_X";NA;NA;NA;NA;NA;NA
"Otu1028";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Arthropoda";"Crustacea";"Malacostraca";NA;NA;NA;NA;NA;NA
"Otu1231";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Arthropoda";"Chelicerata";"Arachnida";NA;NA;NA;NA;NA;NA
"Otu366";0;0;0;0;0;0;1;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Arthropoda";"Chelicerata";"Arachnida";NA;NA;NA;NA;NA;NA
"Otu1357";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Arthropoda";"Myriapoda";"Symphyla";NA;NA;NA;NA;NA;NA
"Otu1241";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Arthropoda";"Chelicerata";"Arachnida";NA;NA;NA;NA;NA;NA
"Otu1574";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Nematoda";"Chromadorea";"Chromadorea_X";NA;NA;NA;NA;NA;NA
"Otu1703";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Otu831";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Nematoda";"Chromadorea";"Chromadorea_X";NA;NA;NA;NA;NA;NA
"Otu405";0;0;1;0;2;4;4;0;0;0;0;4;0;0;3;0;0;0;1;0;6;0;10;2;0;0;2;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;4;0;0;0;0;0;0;0;0;0;16;1;0;0;18;0;1;0;0;0;36;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Nematoda";"Chromadorea";"Chromadorea_X";"Boleodorus";NA;NA;NA;NA;NA
"Otu1393";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Rotifera";"Rotifera_X";"Rotifera_XX";NA;NA;NA;NA;NA;NA
"Otu153";0;0;1;61;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Arthropoda";"Hexapoda";"Collembola";NA;NA;NA;NA;NA;NA
"Otu596";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;1;11;1;1;3;5;0;0;0;0;0;0;0;76;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Arthropoda";"Hexapoda";"Insecta";NA;NA;NA;NA;NA;NA
"Otu1193";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Arthropoda";"Hexapoda";"Collembola";"Collembola_X";"Collembola_X_sp.";NA;NA;NA;NA
